Transaction ID,Item,Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,tavg,prcp,wspd
1191,Office Supplies_Binders_Avery Binding System Hidden Tab Executive Style Index Sets,2015-05-03,Nicole Fjeld,California,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,13.85,3,5.19,22.3,0.0,9.5
1192,"Office Supplies_Art_Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set, Office Supplies_Appliances_Holmes Replacement Filter for HEPA Air Cleaner, Large Room, Office Supplies_Paper_Xerox 1897, Office Supplies_Appliances_Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack, Technology_Accessories_SanDisk Cruzer 16 GB USB Flash Drive, Furniture_Chairs_Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black, Office Supplies_Storage_Fellowes Bankers Box Stor/Drawer Steel Plus",2015-05-03,Stewart Visinsky,Pennsylvania,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",59.9,2,14.23,14.326055533232982,1.8191498129141348,10.86637533288153
1193,Furniture_Furnishings_Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,2015-05-04,Alan Schoenberger,New York,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,12.86,19.4,0.0,15.8
1194,Technology_Phones_ShoreTel ShorePhone IP 230 VoIP phone,2015-05-04,Anna Häberlin,Texas,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,946.34,7,118.29,22.7,2.1742177933538844,20.2
1195,Furniture_Furnishings_Staple-based wall hangings,2015-05-04,Laura Armstrong,Illinois,Furniture,Furnishings,Staple-based wall hangings,22.29,7,-8.92,20.0,2.1742177933538844,15.8
1196,Office Supplies_Art_Model L Table or Wall-Mount Pencil Sharpener,2015-05-04,Stuart Van,Indiana,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,125.93,7,35.26,18.2,3.3,8.6
1197,"Furniture_Tables_Chromcraft Round Conference Tables, Office Supplies_Paper_Xerox 198",2015-05-07,Anna Gayman,Texas,Furniture,Tables,Chromcraft Round Conference Tables,244.01,2,-31.37,24.2,2.1742177933538844,19.9
1198,Office Supplies_Paper_Xerox 1902,2015-05-07,Chris Cortes,Kentucky,Office Supplies,Paper,Xerox 1902,45.68,2,21.01,20.9,2.1742177933538844,3.0
1199,Office Supplies_Paper_Xerox 1912,2015-05-08,Alejandro Ballentine,New York,Office Supplies,Paper,Xerox 1912,37.94,2,18.21,22.1,0.0,8.6
1200,Office Supplies_Art_Newell 321,2015-05-08,Allen Armold,Oregon,Office Supplies,Art,Newell 321,5.25,2,0.59,14.326055533232982,1.8191498129141348,10.86637533288153
1201,"Furniture_Furnishings_Eldon Regeneration Recycled Desk Accessories, Smoke",2015-05-08,Claudia Bergmann,Ohio,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.35,6,1.25,23.8,2.1742177933538844,5.3
1202,"Office Supplies_Binders_Wilson Jones Legal Size Ring Binders, Technology_Phones_VTech DS6151, Furniture_Furnishings_Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",2015-05-08,Daniel Lacy,Minnesota,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,43.98,2,21.99,11.1,0.0,13.3
1203,"Furniture_Furnishings_DAX Black Cherry Wood-Tone Poster Frame, Office Supplies_Supplies_Compact Automatic Electric Letter Opener, Furniture_Chairs_Situations Contoured Folding Chairs, 4/Set, Technology_Copiers_Sharp AL-1530CS Digital Copier, Office Supplies_Paper_Xerox 204",2015-05-08,Natalie Webber,New York,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,79.44,3,30.19,22.1,0.0,8.6
1204,"Office Supplies_Binders_Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",2015-05-09,Max Engle,Kentucky,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",48.81,3,23.92,23.2,2.1742177933538844,5.8
1205,Technology_Accessories_Belkin Standard 104 key USB Keyboard,2015-05-10,Alan Barnes,Colorado,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.69,4,-2.92,14.326055533232982,1.8191498129141348,10.86637533288153
1206,"Office Supplies_Appliances_Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge, Office Supplies_Art_Boston KS Multi-Size Manual Pencil Sharpener",2015-05-10,Dennis Pardue,Illinois,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,70.97,5,-191.62,19.6,2.1742177933538844,15.7
1207,Furniture_Chairs_Global Chrome Stack Chair,2015-05-11,Paul Stevenson,Arizona,Furniture,Chairs,Global Chrome Stack Chair,191.97,7,16.8,14.326055533232982,1.8191498129141348,10.86637533288153
1208,Office Supplies_Storage_Portable Personal File Box,2015-05-12,Annie Zypern,New York,Office Supplies,Storage,Portable Personal File Box,36.63,3,9.89,19.8,1.0,21.2
1209,"Office Supplies_Paper_Xerox 1962, Office Supplies_Paper_Xerox 1953",2015-05-12,Cindy Stewart,California,Office Supplies,Paper,Xerox 1962,12.84,3,5.78,18.2,0.0,16.1
1210,"Furniture_Furnishings_DAX Wood Document Frame., Technology_Phones_Digium D40 VoIP phone, Office Supplies_Paper_Xerox 1964",2015-05-12,James Galang,Texas,Furniture,Furnishings,DAX Wood Document Frame.,21.97,4,-15.93,17.0,2.1742177933538844,13.2
1211,Technology_Phones_VTech DS6151,2015-05-12,Larry Tron,Colorado,Technology,Phones,VTech DS6151,201.58,2,20.16,14.326055533232982,1.8191498129141348,10.86637533288153
1212,Office Supplies_Binders_Prestige Round Ring Binders,2015-05-12,Rose O'Brian,Washington,Office Supplies,Binders,Prestige Round Ring Binders,14.59,3,4.92,14.326055533232982,1.8191498129141348,10.86637533288153
1213,"Technology_Phones_Toshiba IPT2010-SD IP Telephone, Office Supplies_Fasteners_Advantus Plastic Paper Clips",2015-05-13,Ben Ferrer,Illinois,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.38,2,16.68,11.9,2.1742177933538844,16.2
1214,"Furniture_Bookcases_Bush Andora Bookcase, Maple/Graphite Gray Finish, Furniture_Furnishings_Dana Halogen Swing-Arm Architect Lamp, Furniture_Chairs_Novimex Fabric Task Chair, Furniture_Chairs_Global Leather and Oak Executive Chair, Black",2015-05-14,Claudia Bergmann,California,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",509.96,5,42.0,15.3,3.6,13.5
1215,"Office Supplies_Storage_Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",2015-05-14,Hunter Glantz,California,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,55.9,15.3,3.6,13.5
1216,"Office Supplies_Art_Boston School Pro Electric Pencil Sharpener, 1670, Office Supplies_Labels_Avery 490, Office Supplies_Envelopes_Jet-Pak Recycled Peel 'N' Seal Padded Mailers, Office Supplies_Labels_Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White, Office Supplies_Art_Binney & Smith Crayola Metallic Crayons, 16-Color Pack, Office Supplies_Binders_GBC Linen Binding Covers, Office Supplies_Binders_Wilson Jones Custom Binder Spines & Labels",2015-05-14,Jesus Ocampo,Pennsylvania,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",198.27,8,17.35,14.326055533232982,1.8191498129141348,10.86637533288153
1217,Office Supplies_Envelopes_Wausau Papers Astrobrights Colored Envelopes,2015-05-15,Anna Häberlin,Georgia,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3,8.79,14.326055533232982,1.8191498129141348,10.86637533288153
1218,Office Supplies_Storage_Fellowes Neat Ideas Storage Cubes,2015-05-15,Fred Chung,Pennsylvania,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,51.97,2,-10.39,14.326055533232982,1.8191498129141348,10.86637533288153
1219,Technology_Accessories_Razer Kraken PRO Over Ear PC and Music Headset,2015-05-16,Tracy Hopkins,Florida,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,255.97,4,32.0,25.6,2.1742177933538844,13.9
1220,"Office Supplies_Labels_Self-Adhesive Removable Labels, Office Supplies_Supplies_Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",2015-05-17,Dianna Vittorini,New York,Office Supplies,Labels,Self-Adhesive Removable Labels,31.5,10,15.12,19.7,0.0,6.8
1221,"Office Supplies_Binders_GBC Twin Loop Wire Binding Elements, Office Supplies_Paper_Things To Do Today Pad",2015-05-17,Odella Nelson,Texas,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,33.28,5,-49.92,23.7,2.1742177933538844,14.4
1222,"Office Supplies_Paper_Wirebound Message Book, 4 per Page",2015-05-18,Anthony Jacobs,California,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",10.86,2,5.32,19.4,0.0,16.7
1223,"Furniture_Furnishings_Dana Fluorescent Magnifying Lamp, White, 36"", Office Supplies_Binders_Pressboard Data Binders by Wilson Jones",2015-05-20,Sheri Gordon,North Carolina,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",163.14,4,20.39,23.3,2.1742177933538844,2.2
1224,"Office Supplies_Binders_Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",2015-05-21,Henry Goldwyn,Pennsylvania,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",24.59,2,-18.03,14.326055533232982,1.8191498129141348,10.86637533288153
1225,Office Supplies_Appliances_Fellowes Basic Home/Office Series Surge Protectors,2015-05-21,Joel Eaton,Illinois,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.77,8,-52.96,12.6,2.1742177933538844,18.1
1226,Office Supplies_Binders_Ibico Plastic and Wire Spiral Binding Combs,2015-05-21,Michelle Ellison,Washington,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,26.98,4,8.77,14.326055533232982,1.8191498129141348,10.86637533288153
1227,"Office Supplies_Labels_Avery 476, Technology_Machines_Zebra GX420t Direct Thermal/Thermal Transfer Printer, Office Supplies_Storage_Pizazz Global Quick File, Technology_Phones_Aastra 57i VoIP phone",2015-05-22,Sarah Brown,California,Office Supplies,Labels,Avery 476,8.26,2,3.8,18.2,0.0,12.2
1228,"Office Supplies_Binders_Cardinal EasyOpen D-Ring Binders, Office Supplies_Appliances_Fellowes Superior 10 Outlet Split Surge Protector",2015-05-23,Emily Burns,Arizona,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.19,7,-12.8,14.326055533232982,1.8191498129141348,10.86637533288153
1229,Office Supplies_Envelopes_Cameo Buff Policy Envelopes,2015-05-23,Erin Ashbrook,South Carolina,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,87.74,21.5,0.0,3.7
1230,Office Supplies_Storage_Advantus Rolling Storage Box,2015-05-23,Kristen Hastings,Rhode Island,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,13.89,13.6,0.0,16.9
1231,"Office Supplies_Appliances_Harmony Air Purifier, Furniture_Furnishings_Westinghouse Clip-On Gooseneck Lamps",2015-05-23,Nathan Mautz,Michigan,Office Supplies,Appliances,Harmony Air Purifier,850.5,5,245.7,13.7,2.1742177933538844,6.9
1232,"Furniture_Chairs_Global High-Back Leather Tilter, Burgundy, Office Supplies_Binders_Avery Heavy-Duty EZD View Binder with Locking Rings",2015-05-24,Vivek Sundaresam,Illinois,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",602.65,7,-163.58,23.4,2.1742177933538844,26.6
1233,Technology_Phones_Wi-Ex zBoost YX540 Cellular Phone Signal Booster,2015-05-25,Craig Yedwab,Tennessee,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,467.04,4,58.38,21.3,2.1742177933538844,9.8
1234,Office Supplies_Appliances_Kensington 4 Outlet MasterPiece Compact Power Control Center,2015-05-25,Justin Hirsh,Colorado,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,845.73,13,84.57,14.326055533232982,1.8191498129141348,10.86637533288153
1235,"Office Supplies_Supplies_Fiskars Spring-Action Scissors, Office Supplies_Paper_Xerox 1978, Technology_Accessories_Logitech G35 7.1-Channel Surround Sound Headset",2015-05-25,Muhammed MacIntyre,Texas,Office Supplies,Supplies,Fiskars Spring-Action Scissors,22.37,2,1.68,21.9,2.1742177933538844,13.3
1236,"Office Supplies_Art_SANFORD Major Accent Highlighters, Office Supplies_Binders_GBC DocuBind P50 Personal Binding Machine",2015-05-25,Nathan Mautz,Kansas,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,8.07,14.326055533232982,1.8191498129141348,10.86637533288153
1237,Furniture_Furnishings_Ultra Door Push Plate,2015-05-25,Nora Pelletier,California,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,4.86,23.4,0.0,11.1
1238,"Office Supplies_Paper_Xerox 1991, Office Supplies_Paper_Xerox 1937, Office Supplies_Envelopes_Security-Tint Envelopes, Technology_Accessories_Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",2015-05-26,Ben Ferrer,North Carolina,Office Supplies,Paper,Xerox 1991,18.27,1,5.94,24.2,2.1742177933538844,9.2
1239,"Furniture_Chairs_Novimex Swivel Fabric Task Chair, Technology_Machines_StarTech.com 10/100 VDSL2 Ethernet Extender Kit, Furniture_Chairs_Global Stack Chair with Arms, Black",2015-05-26,Pamela Stobb,Texas,Furniture,Chairs,Novimex Swivel Fabric Task Chair,105.69,1,-28.69,23.9,2.1742177933538844,15.5
1240,"Furniture_Furnishings_DAX Metal Frame, Desktop, Stepped-Edge",2015-05-26,Ruben Dartt,Washington,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,7.89,14.326055533232982,1.8191498129141348,10.86637533288153
1241,"Office Supplies_Art_Boston 16701 Slimline Battery Pencil Sharpener, Office Supplies_Labels_Avery 494",2015-05-28,Karl Braun,New York,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,47.82,3,14.35,19.9,0.0,14.8
1242,"Technology_Phones_Panasonic Kx-TS550, Office Supplies_Storage_Hot File 7-Pocket, Floor Stand, Office Supplies_Binders_Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red, Office Supplies_Paper_Xerox 219",2015-05-28,Maxwell Schwartz,New York,Technology,Phones,Panasonic Kx-TS550,45.99,1,13.34,19.9,0.0,14.8
1243,Office Supplies_Art_Newell 311,2015-05-28,Neil Knudson,Washington,Office Supplies,Art,Newell 311,6.63,3,1.79,14.326055533232982,1.8191498129141348,10.86637533288153
1244,"Office Supplies_Storage_Acco Perma 4000 Stacking Storage Drawers, Office Supplies_Storage_Personal Filing Tote with Lid, Black/Gray",2015-05-28,Trudy Brown,Connecticut,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,16.24,1,2.44,21.2,2.1742177933538844,10.8
1245,Office Supplies_Paper_Easy-staple paper,2015-05-29,Chad Cunningham,Ohio,Office Supplies,Paper,Easy-staple paper,85.06,3,28.71,22.7,2.1742177933538844,10.6
1246,"Office Supplies_Paper_Xerox 1894, Office Supplies_Storage_Standard Rollaway File with Lock, Office Supplies_Binders_Avery Trapezoid Extra Heavy Duty 4"" Binders",2015-05-29,John Lucas,Washington,Office Supplies,Paper,Xerox 1894,32.4,5,15.55,14.326055533232982,1.8191498129141348,10.86637533288153
1247,Office Supplies_Labels_Avery 476,2015-05-29,Karl Braun,Indiana,Office Supplies,Labels,Avery 476,12.39,3,5.7,23.5,0.0,11.2
1248,"Furniture_Furnishings_Tensor ""Hersey Kiss"" Styled Floor Lamp, Furniture_Chairs_Novimex Swivel Fabric Task Chair, Office Supplies_Fasteners_Ideal Clamps",2015-05-29,Victoria Pisteka,Ohio,Furniture,Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",41.57,4,-4.16,22.7,2.1742177933538844,10.6
1249,Technology_Accessories_Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,2015-05-30,Brendan Dodson,Virginia,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,151.96,4,36.47,25.0,2.1742177933538844,6.0
1250,"Technology_Phones_RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting, Office Supplies_Appliances_Eureka The Boss Lite 10-Amp Upright Vacuum, Blue, Technology_Phones_Plantronics MX500i Earset",2015-05-30,Edward Nazzal,New York,Technology,Phones,RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,3,2.4,22.1,2.5,15.5
1251,Furniture_Chairs_Hon Pagoda Stacking Chairs,2015-05-31,Bill Donatelli,Minnesota,Furniture,Chairs,Hon Pagoda Stacking Chairs,2567.84,8,770.35,10.7,0.0,10.4
1252,Office Supplies_Fasteners_Bagged Rubber Bands,2015-05-31,Carl Weiss,New York,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.3,16.3,7.4,14.0
1253,"Office Supplies_Paper_Xerox 1889, Office Supplies_Storage_Fellowes Mobile File Cart, Black, Furniture_Furnishings_Eldon Image Series Black Desk Accessories",2015-05-31,Elizabeth Moffitt,New Jersey,Office Supplies,Paper,Xerox 1889,274.8,5,134.65,25.2,0.0,15.2
1254,"Office Supplies_Labels_Avery 501, Office Supplies_Paper_Xerox 1988, Furniture_Furnishings_Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"", Office Supplies_Binders_Storex Dura Pro Binders",2015-05-31,Janet Molinari,Illinois,Office Supplies,Labels,Avery 501,5.9,2,1.99,10.9,2.1742177933538844,24.9
1255,Office Supplies_Art_Newell 347,2015-05-31,Muhammed Lee,North Carolina,Office Supplies,Art,Newell 347,10.27,3,1.16,24.7,2.1742177933538844,8.7
1256,Furniture_Furnishings_3M Hangers With Command Adhesive,2015-05-31,Sample Company A,Connecticut,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2,6,9.1,20.0,2.1742177933538844,12.2
1257,"Office Supplies_Paper_Southworth 25% Cotton Antique Laid Paper & Envelopes, Office Supplies_Paper_Xerox 1883, Office Supplies_Storage_Tenex Personal Project File with Scoop Front Design, Black",2015-05-31,Stephanie Phelps,California,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,7,26.27,26.8,0.0,13.7
1258,"Furniture_Bookcases_O'Sullivan Living Dimensions 3-Shelf Bookcases, Office Supplies_Labels_Self-Adhesive Removable Labels, Office Supplies_Storage_Fellowes Super Stor/Drawer Files",2015-05-31,Tamara Manning,Utah,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,1406.86,7,140.69,12.263582345029954,2.1742177933538844,11.19349611379967
1259,"Technology_Phones_Polycom CX300 Desktop Phone USB VoIP phone, Office Supplies_Binders_Catalog Binders with Expanding Posts, Technology_Phones_iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4, Office Supplies_Labels_Avery 491",2015-06-01,Ashley Jarboe,Michigan,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,299.98,2,83.99,10.6,2.1742177933538844,13.2
1260,"Office Supplies_Paper_Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",2015-06-01,Catherine Glotzbach,California,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2,5.76,22.3,0.0,13.7
1261,"Office Supplies_Binders_Avery Poly Binder Pockets, Office Supplies_Paper_Xerox 1928",2015-06-01,Katrina Edelman,Texas,Office Supplies,Binders,Avery Poly Binder Pockets,5.73,8,-9.16,23.5,2.1742177933538844,7.3
1262,"Technology_Accessories_Logitech Wireless Anywhere Mouse MX for PC and Mac, Technology_Accessories_Logitech Z-906 Speaker sys - home theater - 5.1-CH",2015-06-04,Becky Pak,California,Technology,Accessories,Logitech Wireless Anywhere Mouse MX for PC and Mac,119.98,2,35.99,21.8,0.0,10.2
1263,"Office Supplies_Labels_Avery 501, Office Supplies_Art_Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",2015-06-04,Lauren Leatherbury,Washington,Office Supplies,Labels,Avery 501,7.38,2,3.47,14.326055533232982,1.8191498129141348,10.86637533288153
1264,"Office Supplies_Paper_Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page, Furniture_Furnishings_Executive Impressions 10"" Spectator Wall Clock",2015-06-04,Tracy Collins,New York,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4,14.31,15.1,0.0,12.2
1265,Office Supplies_Paper_Xerox 1981,2015-06-05,Brenda Bowman,Missouri,Office Supplies,Paper,Xerox 1981,10.56,2,4.75,23.3,2.1742177933538844,7.6
1266,Furniture_Chairs_Hon Every-Day Series Multi-Task Chairs,2015-06-05,Edward Becker,New York,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,1522.64,9,169.18,17.2,4.3,9.0
1267,Office Supplies_Binders_3-ring staple pack,2015-06-07,Eleni McCrary,California,Office Supplies,Binders,3-ring staple pack,7.52,5,2.63,27.9,0.0,10.6
1268,"Office Supplies_Binders_Aluminum Screw Posts, Office Supplies_Paper_Xerox 200, Office Supplies_Art_Avery Fluorescent Highlighter Four-Color Set",2015-06-07,Harold Dahlen,Pennsylvania,Office Supplies,Binders,Aluminum Screw Posts,18.31,4,-12.21,14.326055533232982,1.8191498129141348,10.86637533288153
1269,"Office Supplies_Paper_Xerox 1951, Office Supplies_Storage_Fellowes Super Stor/Drawer Files, Furniture_Furnishings_Advantus Employee of the Month Certificate Frame, 11 x 13-1/2, Office Supplies_Art_Newell 344, Office Supplies_Labels_Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set, Office Supplies_Paper_Xerox 1963, Office Supplies_Binders_Premier Elliptical Ring Binder, Black",2015-06-08,Andrew Gjertsen,Florida,Office Supplies,Paper,Xerox 1951,173.49,7,54.22,12.263582345029954,2.1742177933538844,11.19349611379967
1270,"Technology_Accessories_Maxell 4.7GB DVD+R 5/Pack, Office Supplies_Appliances_Hoover Shoulder Vac Commercial Portable Vacuum",2015-06-08,Maureen Gnade,Illinois,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,2.38,3,0.74,22.8,2.1742177933538844,20.0
1271,Office Supplies_Binders_Vinyl Sectional Post Binders,2015-06-09,Anthony Garverick,Virginia,Office Supplies,Binders,Vinyl Sectional Post Binders,113.1,3,56.55,23.5,2.1742177933538844,8.5
1272,"Office Supplies_Binders_Green Canvas Binder for 8-1/2"" x 14"" Sheets, Office Supplies_Binders_Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets, Technology_Accessories_Logitech Keyboard K120",2015-06-09,Max Jones,Florida,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",64.2,5,-42.8,12.263582345029954,2.1742177933538844,11.19349611379967
1273,Office Supplies_Paper_Xerox 1995,2015-06-09,Nathan Cano,Michigan,Office Supplies,Paper,Xerox 1995,12.96,2,6.22,19.3,2.1742177933538844,9.2
1274,"Furniture_Furnishings_Luxo Adjustable Task Clamp Lamp, Technology_Phones_Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black",2015-06-09,Trudy Glocke,Idaho,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,355.36,4,92.39,14.326055533232982,1.8191498129141348,10.86637533288153
1275,"Technology_Accessories_Kingston Digital DataTraveler 16GB USB 2.0, Office Supplies_Binders_SlimView Poly Binder, 3/8"", Office Supplies_Art_Boston Electric Pencil Sharpener, Model 1818, Charcoal Black, Office Supplies_Paper_Xerox 222, Furniture_Furnishings_DAX Clear Channel Poster Frame",2015-06-11,Brian Dahlen,Louisiana,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,53.7,6,10.2,14.326055533232982,1.8191498129141348,10.86637533288153
1276,"Furniture_Chairs_Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs, Technology_Phones_Cisco SPA301, Furniture_Furnishings_Seth Thomas 8 1/2"" Cubicle Clock, Office Supplies_Art_Hunt PowerHouse Electric Pencil Sharpener, Blue, Office Supplies_Binders_Ibico Laser Imprintable Binding System Covers, Office Supplies_Binders_GBC Standard Plastic Binding Systems' Combs, Office Supplies_Storage_Tennsco 16-Compartment Lockers with Coat Rack, Office Supplies_Storage_Fellowes High-Stak Drawer Files",2015-06-11,Jim Epp,Florida,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,1123.92,5,-182.64,12.263582345029954,2.1742177933538844,11.19349611379967
1277,"Office Supplies_Paper_Xerox 1997, Furniture_Furnishings_DataProducts Ampli Magnifier Task Lamp, Black,",2015-06-12,Giulietta Baptist,Pennsylvania,Office Supplies,Paper,Xerox 1997,20.74,4,7.26,14.326055533232982,1.8191498129141348,10.86637533288153
1278,Technology_Phones_Speck Products Candyshell Flip Case,2015-06-12,Jonathan Howell,Florida,Technology,Phones,Speck Products Candyshell Flip Case,55.98,2,4.2,25.4,2.1742177933538844,5.9
1279,"Office Supplies_Storage_Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",2015-06-12,Laurel Elliston,Delaware,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5,5.08,14.326055533232982,1.8191498129141348,10.86637533288153
1280,Office Supplies_Storage_Recycled Eldon Regeneration Jumbo File,2015-06-12,Sam Zeldin,Indiana,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56,2,6.88,26.1,5.3,12.9
1281,Office Supplies_Paper_Xerox 202,2015-06-13,Barbara Fisher,Georgia,Office Supplies,Paper,Xerox 202,6.48,1,3.11,14.326055533232982,1.8191498129141348,10.86637533288153
1282,"Office Supplies_Art_Newell 31, Office Supplies_Binders_Avery Heavy-Duty EZD View Binder with Locking Rings, Technology_Copiers_Brother DCP1000 Digital 3 in 1 Multifunction Machine, Office Supplies_Paper_Xerox 204",2015-06-13,Dave Hallsten,Alabama,Office Supplies,Art,Newell 31,24.78,6,6.94,14.326055533232982,1.8191498129141348,10.86637533288153
1283,Office Supplies_Art_Newell 320,2015-06-13,Frank Carlisle,Ohio,Office Supplies,Art,Newell 320,3.42,1,0.3,23.7,2.1742177933538844,7.6
1284,Office Supplies_Binders_Aluminum Screw Posts,2015-06-13,Jennifer Jackson,California,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,13.73,32.8,0.0,11.4
1285,"Office Supplies_Binders_ACCOHIDE 3-Ring Binder, Blue, 1"", Office Supplies_Binders_Recycled Easel Ring Binders, Technology_Accessories_Lenovo 17-Key USB Numeric Keypad",2015-06-13,Penelope Sewall,Maine,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.88,12.263582345029954,2.1742177933538844,11.19349611379967
1286,"Furniture_Furnishings_Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",2015-06-14,Alan Dominguez,Pennsylvania,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",51.07,6,5.11,14.326055533232982,1.8191498129141348,10.86637533288153
1287,Technology_Accessories_Belkin Standard 104 key USB Keyboard,2015-06-15,Amy Cox,Florida,Technology,Accessories,Belkin Standard 104 key USB Keyboard,11.67,1,-0.73,12.263582345029954,2.1742177933538844,11.19349611379967
